overall,reviewText,summary
1,"I used ONLY 5 Minutes!!! Then, I saw SMOKE from this product. I almost caught FIRE in my house. If you do not want to catch FIRE in your house, do NOT buy!!! Also, there is NO instruction guide!!! I think this product is ILLEGAL since this is an infringement on COPYRIGHT!!! I hope I can get REFUND, but I am NOT sure.
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Cartoon-USB-Charging-Heating-winter-Warm-plush-Slipper-Heated-Warmer-Shoes-Heated-Slippers-Warming-Slippers-Heating-Pad-Multi-use-Washable-Big-Feet-Warm-Slippers-Shoes-Foot-Warmer-Shoes-Totoro/dp/B00R6DX998/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Cartoon USB Charging Heating winter Warm plush Slipper Heated Warmer Shoes Heated Slippers, Warming Slippers,Heating Pad, Multi-use Washable Big Feet Warm Slippers Shoes Foot Warmer Shoes Totoro</a>",I almost caught FIRE!!! Do NOT buy if you do not want to catch FIRE in your house.
1,Didn't grip at all. Very disappointed!,Don't waste your money
1,The ruffle on these socks flip up so if your daughter is wearing a shorter dress and walking down the aisle the ruffle part will flip and won't stay down. It looks ridiculous! I contacted the seller and they only refunded me for 1 pair of socks and I bought 2 for both my girls. They kept the extra pair of socks I sent back and never refunded me my money. DO NOT BUY! Thank god I have some extra pair of plain white dress up socks and it was perfect and cheaper than these overpriced socks that didn't work.,Thank god I have some extra pair of plain white dress up socks and it was perfect and cheaper than these overpriced socks that didn't work
1,do not buy same price you will get lot better....no recommended,One Star
1,"Arrived with wire sticking out around bust area. I thought I could return it, but return shipping is more expensive than item. Walk away from this one.",Defective
1,"NO MORE WORDS NEEDED!!!!!
VERY DISAPPOINTED IN THE PRODUCT!",VERY DISAPPOINTED IN THIS PRODUCT
1,They were really cheap looking did not even take them on my trip to new york.,One Star
1,"hard material, not comfortable at all",not comfortable at
1,"Okay, just going to come out and say it. I was very, very disappointed. It looked great in the photo but not so much for real. The leather was thin and cheap looking and even looked as if it was perhaps a laminate. For 80 bucks I expected a whole lot more! I've purchased belts for $20 before that looked like far better quality than this. Don't waste your time. AND by the way. i write a lot of good reviews. This was the first negative review I have ever written. That's just how disappointed i was. It's not in the return mail yet, but trust me it will be tomorrow.",very disappointed. It looked great in the photo but not ...
1,"Poorly made, super cheap material product that arrived in six broken pieces.",Terrible product
1,"I hate this bag. It only opens like an inch wide. Great if all you ever want to carry is a map or a letter. It's a shame, the brand and bag look adorable, but totally not functional.",I hate this bag
1,"The dress fit, but is remarkably unattractive and was promptly returned.",Bad choice
1,not as expected,One Star
1,The Veil started ripping at the shoulder seam after wearing it only 1 Night!,Didn't hold up For even 24 hours
1,Bought for someone as a gift but the watch DOSNT WORK!! Very Embarrassing!,One Star
1,Cheap mateial allgema came off,One Star
1,"I was disappointed to receive this shirt after 3 weeks.  It looks nothing like the picture, very faded and not what I expected at all. Reminds me of a rag. I should have read some of the reviews first. Save your money much cuter shirts in the stores similar.",I was disappointed to receive this shirt after 3 weeks
1,I can't use this. All the fur is coming out. Waste of money,Waste of money
1,"I hate to give this boot a 1 star because it is extremely comfortable and waterproof. However, the sole is horribly designed. If you look at the photos you will notice the sole of the boot is not solid but actually has holes to expose the inner padding of the bottom of the shoe. I only went on about 3 short hikes in these before the sole tore near the arch of my foot and there are indents where rocks penetrated the padding. This boot might be ok for a work boot but  if you are looking for a rugged hiking boot I would avoid these.","Extremely bad sole design, I don't know what UA was thinking with these."
1,Totally junk and runs huge!,Junk but it's cheap
1,"Received only one of the two rings I ordered, the 11.5 but not the 7.",One Star
1,"Not Plus Sized at all...these were 18 Juniors Sized jeans. All other Angels ""Plus"" jeans I've ordered in the past have been plus/women's sizes jeans. Will be returning this pair. :(",NOT Plus-sized!!
1,Cheap quality and looks nothing like the picture- not happy!,Looks nothing like the picture
1,Not great quality and did not fit well. I returned it.,One Star
1,The watch fell apart.  Both cable straps fell out of sockets.,The watch fell apart. Both cable straps fell out ...
1,"This particular set shrunk insanely small.  They looked fine before washing and my 7 month old fits 12mo clothing but after washing these (size 18mo) they would fit but too tight!!!  Very disappointed.  I do have other items from this company like the boxers, some shorts, and some v necks and they washed and fit as expected so I'm not sure what happened here...",Shrinkage
1,I have four belts and I have noticed the black leather one I own has started to peel .... I had high hopes for this product,I have four belts and I have noticed the black ...
1,"Super tight, it leaves marks on forehead!!",One Star
1,Way too small,One Star
1,No alternative,One Star
1,"Reviewers forget to mention that the lens on these are thin and distort. I noticed my vision being blurry (I have 20/20 vision) when I took them off. I wondered what it could be and examined the lenses to find that they are thin and distort causing my vision to blur. I love the look, but don't recommend these at all if you are concerned about your vision. These went straight in the trash afterwards with the other J+S I bought.",Cheap thin lenses that distort your vision
1,"I guess the size is as expected for juniors sizing. Love Roxy apparel but they usually tend to run small, these board shorts ran on the smaller size as well.",Product Ran Small!
1,Terrible material and fit; I returned it.,Not worth it
1,"Cheap shirt with nice look, but matirial is cheap and not worth a dollar. Does not even fit. Ordered large but its for kids large probebly.","Cheap shirt with nice look, but matirial is cheap and not worth ..."
1,"They are too short.  I wear a 7,but these wouldn't work.  And I couldn't get the zipper to zip up.  They didn't have a 7 1/2 so I had to return them.","They are too short. I wear a 7, ..."
1,No quality,One Star
1,"The head fell off the first time I wore it. I'm a crafty person so I just used some embroidery thread and sewed it back on. Then the battery died. Also, it was a little too big.",It fell apart
1,Boots cane quickly! The boots were not quite what i thought they would be. smelled horrible.  they were also the wrong size. wanted to return them so trued to do that and got nothing but a run around. this went in for days!! finally the company offered my 20% of purchase price and i could keep them... Didn't want them!  was not resolved at all!!!  sending them to good will! Will not be buying anything from this company again!!!,smelled horrible. they were also the wrong size
